,0,1,2,3,4,5,6,7,8,9,10
69, Fiji,1322.06,1273.96,0.0,42.52,1.79,2.31,0.02,0.0,0.0,1.46
70, Finland,1198.3,1198.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71, France,18558.42,18558.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72, French Polynesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73, Gabon,38852.5,21166.63,15588.48,923.92,860.72,59.33,112.98,139.52,0.0,0.92
74, Gambia,478.67,0.0,0.0,0.0,0.0,0.0,0.0,475.86,0.0,2.82
75, Georgia,8654.71,8578.99,0.0,75.72,0.0,0.0,0.0,0.0,0.0,0.0
76, Germany,11156.85,11156.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77, Ghana,457490.37,111794.65,320571.95,23840.49,0.0,0.0,0.0,1262.27,0.0,21.02
78, Greece,3411.23,3411.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Greenland,60.61,60.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80, Grenada,194.12,91.58,0.0,102.55,0.0,0.0,0.0,0.0,0.0,0.0
81, Guam,2.13,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0
82, Guatemala,16238.81,14050.97,986.67,1201.17,0.0,0.0,0.0,0.0,0.0,0.0
83, Guinea,429526.99,123693.16,282928.25,20652.25,0.0,0.0,0.0,2236.81,0.0,16.51
84, Guinea-Bissau,113306.51,24308.63,83653.2,5107.75,0.0,0.0,0.0,236.92,0.0,0.0
85, Guyana,2281.2,1411.24,87.95,776.1,0.0,0.0,0.0,0.0,0.0,5.91
86, Haiti,105995.56,69999.09,1572.03,34288.21,0.0,0.0,0.0,0.0,0.0,136.23
87, Honduras,8713.95,7151.6,501.38,1060.96,0.0,0.0,0.0,0.0,0.0,0.0
88, Hungary,3778.91,3778.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89, Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90, India,19870228.15,18455746.37,1051045.75,363227.61,0.0,0.0,0.0,0.0,0.0,208.42
91, Indonesia,2895438.88,2876689.76,17907.61,841.5,0.0,0.0,0.0,0.0,0.0,0.0
92, Iran,39750.23,39733.38,16.59,0.26,0.0,0.0,0.0,0.0,0.0,0.0
93, Iraq,42309.39,42309.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94, Ireland,905.31,905.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95, Israel,888.56,888.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96, Italy,9904.95,9904.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97, Jamaica,1441.32,1257.13,0.0,184.19,0.0,0.0,0.0,0.0,0.0,0.0
98, Japan,59962.15,59906.64,0.0,55.52,0.0,0.0,0.0,0.0,0.0,0.0
99, Jordan,983.71,983.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100, Kazakhstan,83043.35,82189.17,0.0,854.19,0.0,0.0,0.0,0.0,0.0,0.0
101, Kenya,955510.89,657596.27,187898.84,107566.79,0.0,0.0,0.0,2449.0,0.0,0.0
102, Kiribati,641.28,641.05,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0
103, Kuwait,1348.69,1348.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104, Kyrgyzstan,20869.67,20627.56,0.0,242.1,0.0,0.0,0.0,0.0,0.0,0.0
105, Lao People's Democratic Republic,47460.73,47228.79,189.24,0.0,0.0,0.0,0.0,42.7,0.0,0.0
106, Latvia,2583.72,2583.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107, Lebanon,1438.8,1438.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108, Lesotho,143147.3,137755.61,0.0,5066.86,0.0,58.94,265.88,0.0,0.0,0.0
109, Liberia,284405.07,51849.51,223476.12,5070.92,2143.92,935.27,11.64,917.69,0.0,0.0
110, Libya,2737.07,2715.77,0.0,21.31,0.0,0.0,0.0,0.0,0.0,0.0
111, Lithuania,6915.82,6915.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112, Luxembourg,88.06,88.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113, Madagascar,238346.23,187368.22,40106.8,611.54,8303.37,92.58,648.44,1121.75,0.0,93.52
114, Malawi,708068.16,312553.13,115474.32,279806.31,0.0,0.0,0.0,234.41,0.0,0.0
115, Malaysia,67208.49,64425.71,103.79,715.27,1418.74,528.93,16.04,0.0,0.0,0.02
116, Maldives,276.85,274.74,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0
117, Mali,912843.56,123310.94,769258.09,19601.2,0.0,0.0,0.0,673.34,0.0,0.0
118, Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119, Marshall Islands,206.09,205.28,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0
120, Mauritania,67168.09,30862.04,35015.59,960.08,0.0,0.0,0.0,330.37,0.0,0.0
121, Mauritius,750.19,519.62,0.0,230.57,0.0,0.0,0.0,0.0,0.0,0.0
122, Mexico,105668.09,95378.32,19.66,10270.11,0.0,0.0,0.0,0.0,0.0,0.0
123, Micronesia (Federated States of),0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
124, Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125, Mongolia,25951.89,25950.26,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0
126, Montenegro,182.05,182.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127, Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128, Morocco,103330.82,102909.92,0.0,420.91,0.0,0.0,0.0,0.0,0.0,0.0
129, Mozambique,1731646.55,454151.44,784794.24,479023.15,9779.45,2589.32,1055.97,252.99,0.0,0.0
130, Myanmar,772695.36,648269.38,102749.68,21559.79,0.0,0.0,0.0,0.0,0.0,116.51
131, Namibia,105382.98,80940.73,1498.09,22907.44,0.0,0.0,0.0,36.72,0.0,0.0
132, Nauru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133, Nepal,266089.44,255901.25,4520.34,2678.6,347.25,2349.46,50.43,0.0,0.0,242.11
134, Netherlands,2391.42,2391.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135, New Caledonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136, New Zealand,520.29,513.05,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0
137, Nicaragua,7230.76,6924.25,115.53,190.98,0.0,0.0,0.0,0.0,0.0,0.0
138, Niger,779116.91,193391.19,566860.43,18790.31,0.0,0.0,0.0,51.14,0.0,23.83
139, Nigeria,11336450.5,1484112.01,9507359.63,326807.76,0.0,0.0,0.0,18171.09,0.0,0.0
140, Niue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141, Northern Mariana Islands,1.8,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0
142, Norway,784.66,784.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143, Oman,1442.04,1442.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144, Pakistan,1500073.96,1492871.83,7109.88,92.26,0.0,0.0,0.0,0.0,0.0,0.0
145, Palau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146, Panama,8209.94,7630.32,240.23,339.39,0.0,0.0,0.0,0.0,0.0,0.0
147, Papua New Guinea,30985.01,24701.19,2794.95,3028.84,0.0,0.0,0.0,0.0,0.0,460.03
148, Paraguay,10991.72,10854.38,0.0,137.34,0.0,0.0,0.0,0.0,0.0,0.0
149, Peru,84645.59,84157.44,311.74,176.41,0.0,0.0,0.0,0.0,0.0,0.0
150, Philippines,903761.02,893032.42,45.13,5268.8,0.0,0.0,0.0,5414.67,0.0,0.0
151, Poland,26517.25,26517.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152, Portugal,6152.0,6152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153, Puerto Rico,99.55,0.0,0.0,99.55,0.0,0.0,0.0,0.0,0.0,0.0
154, Qatar,459.75,457.89,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0
155, Republic of Korea,90041.21,90038.61,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156, Republic of Moldova,11148.35,11148.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157, Romania,41874.44,41874.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158, Russia,496899.5,496619.13,0.0,280.37,0.0,0.0,0.0,0.0,0.0,0.0
159, Rwanda,196728.24,143866.2,39553.45,13127.58,0.0,0.0,0.0,181.01,0.0,0.0
160, Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161, Saint Lucia,246.09,183.16,0.0,62.94,0.0,0.0,0.0,0.0,0.0,0.0
162, Saint Vincent and the Grenadines,351.62,91.58,0.0,260.04,0.0,0.0,0.0,0.0,0.0,0.0
163, Samoa,277.25,274.74,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.3
164, San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165, Sao Tome and Principe,1955.85,558.15,1307.5,85.09,0.0,0.0,0.0,5.12,0.0,0.0
166, Saudi Arabia,24547.76,24510.36,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167, Senegal,175456.77,132529.41,30927.25,10481.29,0.0,0.0,0.0,1518.82,0.0,0.0
168, Serbia,4440.13,4440.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169, Seychelles,165.73,90.45,0.0,69.41,0.0,1.54,4.33,0.0,0.0,0.0
170, Sierra Leone,679305.6,81102.35,591052.48,7143.04,0.0,0.0,0.0,7.73,0.0,0.0
171, Singapore,2298.84,2274.23,0.0,24.61,0.0,0.0,0.0,0.0,0.0,0.0
172, Sint Maarten (Dutch part),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173, Slovakia,1453.67,1453.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174, Slovenia,547.93,547.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175, Solomon Islands,4023.2,3937.89,78.92,6.39,0.0,0.0,0.0,0.0,0.0,0.0
176, Somalia,291745.28,277247.87,11157.99,1031.74,0.0,0.0,0.0,2307.69,0.0,0.0
177, South Africa,3297546.3,753828.37,5783.05,2533173.01,0.0,2650.25,2111.62,0.0,0.0,0.0
178,South Sudan,163975.33,97514.65,59612.27,6246.77,0.0,0.0,0.0,601.65,0.0,0.0
179, Spain,12612.6,12126.54,0.0,486.05,0.0,0.0,0.0,0.0,0.0,0.0
180, Sri Lanka,45415.13,45291.32,0.0,123.82,0.0,0.0,0.0,0.0,0.0,0.0
181, Sudan,107950.27,94958.87,9674.65,2832.11,0.0,0.0,0.0,484.62,0.0,0.02
182, Suriname,1013.05,598.22,17.89,396.94,0.0,0.0,0.0,0.0,0.0,0.0
183, Swaziland,66911.71,42942.97,3261.6,20278.55,0.0,356.22,72.37,0.0,0.0,0.0
184, Sweden,1570.31,1570.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185, Switzerland,1242.27,1242.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186, Syrian Arab Republic,4102.9,4102.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187, Tajikistan,33665.99,33266.27,196.61,203.11,0.0,0.0,0.0,0.0,0.0,0.0
188, Tanzania,1549101.25,818955.11,691728.98,29403.62,0.0,0.0,0.0,9013.53,0.0,0.0
189, Thailand,255173.57,201741.81,1337.75,52094.01,0.0,0.0,0.0,0.0,0.0,0.0
190, The Former Yugoslav Republic of Macedonia,1368.33,1368.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191, Timor-Leste,55716.5,5024.25,50224.71,361.65,0.0,0.0,0.0,0.0,0.0,105.89
192, Togo,105661.58,42602.55,53213.27,9394.8,0.0,0.0,0.0,450.97,0.0,0.0
193, Tokelau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194, Tonga,92.81,91.58,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0
195, Trinidad and Tobago,1405.46,1199.81,0.0,205.65,0.0,0.0,0.0,0.0,0.0,0.0
196, Tunisia,5262.57,5208.52,0.0,54.05,0.0,0.0,0.0,0.0,0.0,0.0
197, Turkey,42939.53,42801.9,137.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198, Turkmenistan,24657.82,24657.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199, Turks and Caicos Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200, Tuvalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201, Uganda,1522034.13,608590.46,706902.36,200368.32,0.0,0.0,0.0,6172.99,0.0,0.0
202, Ukraine,171201.25,171201.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203, United Arab Emirates,2394.67,2355.01,0.0,39.66,0.0,0.0,0.0,0.0,0.0,0.0
204, United Kingdom of Great Britain and Northern Ireland,12195.37,12195.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205, United States,31253.47,27980.85,0.0,3272.62,0.0,0.0,0.0,0.0,0.0,0.0
206, Uruguay,3447.7,1666.25,0.0,1781.45,0.0,0.0,0.0,0.0,0.0,0.0
207, US Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208, Uzbekistan,100506.1,100091.65,0.0,414.45,0.0,0.0,0.0,0.0,0.0,0.0
209, Vanuatu,1499.76,1373.68,67.48,58.6,0.0,0.0,0.0,0.0,0.0,0.0
210, Venezuela,26748.32,22853.87,1469.42,2379.4,0.0,0.0,0.0,45.63,0.0,0.0
211, Viet Nam,312218.92,311734.75,484.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212, Wallis and Futuna Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213, West Bank and Gaza Strip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214, Yemen,103014.61,98167.02,4279.02,242.44,0.0,0.0,0.0,326.14,0.0,0.0
215, Zambia,842477.45,364847.62,303006.87,174619.91,0.0,0.0,0.0,0.0,0.0,3.05
216, Zimbabwe,496813.4,297821.71,43666.23,155325.46,0.0,0.0,0.0,0.0,0.0,0.0
